Title,Rating,ReviewText
Pig,5,"Near masterpiece. Quiet, subtle, powerful. With this one movie, Nicholas Cage has completely redeemed himself from decades of mediocre movies."
Avengers: Infinity War,4,"It never seemed as surprising or shocking to me as everyone else, but it is certainly a great movie with an uncomfortable narrative, great action, a great villain and it makes our effort worth following all the MCU movies."
Avengers: Infinity War,5,Beautiful build-up to the epic finale of this Infinity saga
Avengers: Infinity War,5,Yeah. It's really THAT good.
Avengers: Infinity War,4,My rating for the film is a 8.7/10
Avengers: Infinity War,5,"Perfeito! Dramaturgia, personagens, ação, humor na medida e um final memorável!"
Ad Astra,2.5,"A solid lead performance from Brad Pitt, stunning cinematography and a touching father-son theme does make Ad Astra on some accounts worth it, but its clear logic defying aspects and some weirdly incorporated scenes combined with a drab and in my opinion poorly handled plot makes the film not stick out in the end."
Ad Astra,2,"Less exciting, less emotional, less interesting and less visually stunning interstellar, with same, exact message to live in the moment, delivered in much more disappointing way. Don't expect some big twist, nor life changing, cathartic experience. Expect Brad Pitt floating in space suit for 2 hours and maby, just maby you won't be disappointed. (You can't even see that hot mf 80% of the time, it's just a space suit.) Wanna see a movie about father-child bond? Well, watch interstellar coz you won't see it here. Monkey was the best part this."
Ad Astra,1.5,Pitt is very brand on this movie maybe the writing calls for such performance this one's a miss
Ad Astra,4,"Brad Pitt is astronaut Roy McBride, tasked with a dangerous mission by SpaceCom to trek across the galaxy and investigate the source of recent strange power surges. The theory is that these oddities are coming from the Lima Project, an expedition undertaken by Roy's Father (Tommy Lee Jones) nearly three decades previously. Roy's superiors are worried that McBride senior may have been the reason all contact was lost with the Lima Project, although this is something they don't share with Roy. Ad Astra is ambitious in scale and spectacle, anchored by an excellent central performance by Pitt, calmly taking in his frequently languorous and lonely work. The opening sequence is reminiscent of the first half an hour of Alfonso Cuaron's Gravity (2013), and despite being stunningly shot; it perhaps doesn't have the same impact as Cuaron's sequence. However, Ad Astra is a better film than Gravity in most respects; despite its slow nature it's frequently tense, and the action set pieces that are scattered throughout are dramatic and dazzling. It's an intelligent science fiction film that was critisised for not being one thing or the other- an all out space thriller or a more nuanced psychological thriller (like Duncan Jones' superb Moon [2009] for example) but I have to disagree with that particular foible. James Gray nails the fusion of these two styles with aplomb, making both the characters and the audience earn their satisfaction, and with it, ensuring that he's helmed one of the best sci-fi films of the last few years."
Ad Astra,0.5,This would have to be the worst movie Brad Pit has ever stared in. Just a terrible waste of time.
Ad Astra,2,"Pointless, irrelevant and nonsensical movie"
Ad Astra,1.5,How I watched this to the end Is a mystery.  To say it's dull is an overstatement.  If you're basing your sci-if on science at least make it plausible.  At least I watched this on network tv and didn't pay money to watch it
Ad Astra,1,"What a terrible, depressing, load of garbage!  Why are so many contemporary science-fiction films so utterly dismal?  Sci-fi can be inspiring and life-affirming - but this was the opposite.  I wish I'd never seen it."
Ad Astra,5,Really interesting and fascinating movie.
Star Wars: The Last Jedi,0.5,"Last Jedi was my first disappointment in life with a Star Wars content. I left the theater and I was stunned, I couldn't believe the garbage that I had watched. Thanks Rian Johnson and Disney to make me feel so miserable with something that always gave me so much joy."
Star Wars: The Last Jedi,0.5,"a huge disaster, should've never switch directors"
Star Wars: The Last Jedi,3,My rating for the film is a 6.7/10
Star Wars: The Last Jedi,3.5,"I decided to finally review this movie after a lot of time and after watching it a few times. Because I still was trying to figure out why so many people hated this movie. And I'm just going to say that yes it has some definite flaws, but I still think it's way better than The Phantom Menace, Attack of the Clones, and The Rise of Skywalker, which I like less and less each time I watch that one."
Star Wars: The Last Jedi,0.5,I would give negative ten stars if I could. The kindest thing I can say is that this movie was just terrible. And that's the kindest thing I can say.
Star Wars: The Last Jedi,0.5,This film was nearly unwatchable trash that only gets points for being pretty but falls apart under any reasonable scrutiny.
Star Wars: The Last Jedi,3.5,"I was confused about what I should give this film but I gave it the highest my heart would let me a 3.5. This film messes with Luke Skywalker and who he is at his core. This film also messes up Finn's character, they should have let him die giving his character purpose and meaning. This film was not hot trash but is far from good."
Star Wars: The Last Jedi,0.5,"The Last Jedi is not only an insult to the very foundations of what makes Star Wars such a beautiful escape from reality, but it is also a downright sloppy movie with blatant plot holes that run throughout the movie's entirety. With appalling writing and plot lines so confusing and pointless they make Admiral Holdo's plan look genius, this abomination is one of the worst examples of ""story"" telling to ever be created."
